block,card,alt,title,cost,nature,farmland,meals_nature,meals_farmland,access,distance,treatment,alt_id,card_id,card_dcreate,ind_id,pooled_card_id,ind_card_id,choice,asc,access_indicator,access_nature,access_farmland,access_distance,distance_nature,distance_farmland,distance_meals_nature,distance_meals_farmland
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,183,16,1096,0,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,183,17,1097,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,183,17,1097,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,183,18,1098,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,183,18,1098,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,184,19,1099,1,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,184,19,1099,0,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,184,20,1100,0,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,184,20,1100,1,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,184,21,1101,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,184,21,1101,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,184,22,1102,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,184,22,1102,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,184,23,1103,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,184,23,1103,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,184,24,1104,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,184,24,1104,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,185,25,1105,1,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,185,25,1105,0,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,185,26,1106,0,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,185,26,1106,1,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,185,27,1107,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,185,27,1107,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,185,28,1108,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,185,28,1108,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,185,29,1109,1,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,185,29,1109,0,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,185,30,1110,1,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,185,30,1110,0,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,186,1,1111,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,186,1,1111,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,186,2,1112,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,186,2,1112,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,186,3,1113,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,186,3,1113,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,186,4,1114,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,186,4,1114,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,186,5,1115,1,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,186,5,1115,0,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,186,6,1116,1,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,186,6,1116,0,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,187,7,1117,1,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,187,7,1117,0,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,187,8,1118,1,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,187,8,1118,0,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,187,9,1119,1,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,187,9,1119,0,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,187,10,1120,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,187,10,1120,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,187,11,1121,0,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,187,11,1121,1,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,187,12,1122,1,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,187,12,1122,0,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,188,13,1123,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,188,13,1123,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,188,14,1124,1,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,188,14,1124,0,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,188,15,1125,0,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,188,15,1125,1,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,188,16,1126,0,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,188,16,1126,1,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,188,17,1127,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,188,17,1127,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,188,18,1128,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,188,18,1128,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,189,19,1129,0,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,189,19,1129,1,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,189,20,1130,1,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,189,20,1130,0,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,189,21,1131,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,189,21,1131,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,189,22,1132,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,189,22,1132,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,189,23,1133,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,189,23,1133,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,189,24,1134,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,189,24,1134,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,190,25,1135,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,190,25,1135,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,190,26,1136,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,190,26,1136,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,190,27,1137,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,190,27,1137,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,190,28,1138,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,190,28,1138,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,190,29,1139,0,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,190,29,1139,1,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,190,30,1140,1,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,190,30,1140,0,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,191,1,1141,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,191,1,1141,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,191,2,1142,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,191,2,1142,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,191,3,1143,0,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,191,3,1143,1,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,191,4,1144,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,191,4,1144,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,191,5,1145,1,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,191,5,1145,0,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,191,6,1146,1,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,191,6,1146,0,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,192,7,1147,1,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,192,7,1147,0,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,192,8,1148,1,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,192,8,1148,0,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,192,9,1149,0,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,192,9,1149,1,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,192,10,1150,0,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,192,10,1150,1,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,192,11,1151,0,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,192,11,1151,1,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,192,12,1152,1,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,192,12,1152,0,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,193,13,1153,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,193,13,1153,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,193,14,1154,0,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,193,14,1154,1,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,193,15,1155,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,193,15,1155,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,193,16,1156,1,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,193,16,1156,0,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,193,17,1157,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,193,17,1157,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,193,18,1158,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,193,18,1158,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,194,19,1159,0,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,194,19,1159,1,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,194,20,1160,1,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,194,20,1160,0,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,194,21,1161,1,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,194,21,1161,0,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,194,22,1162,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,194,22,1162,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,194,23,1163,1,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,194,23,1163,0,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,194,24,1164,0,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,194,24,1164,1,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,195,25,1165,0,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,195,25,1165,1,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,195,26,1166,1,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,195,26,1166,0,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,195,27,1167,0,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,195,27,1167,1,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,195,28,1168,1,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,195,28,1168,0,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,195,29,1169,1,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,195,29,1169,0,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,195,30,1170,1,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,195,30,1170,0,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,196,1,1171,0,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,196,1,1171,1,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,196,2,1172,1,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,196,2,1172,0,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,196,3,1173,1,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,196,3,1173,0,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,196,4,1174,1,0,1,120,80,15,1800,1200,30,0
1,4,2,No Project,0,0,0,0,0,No Recreation,0,near,8,4,26,196,4,1174,0,1,1,0,0,0,0,0,0,0
1,5,1,Project,50,120,120,6,12,No Recreation,25,near,9,5,27,196,5,1175,0,0,1,120,120,25,3000,3000,150,300
1,5,2,No Project,0,0,0,0,0,No Recreation,0,near,10,5,27,196,5,1175,1,1,1,0,0,0,0,0,0,0
1,6,1,Project,100,120,40,0,6,Picnic Tables,10,near,11,6,29,196,6,1176,0,0,1,120,40,10,1200,400,0,60
1,6,2,No Project,0,0,0,0,0,No Recreation,0,near,12,6,29,196,6,1176,1,1,1,0,0,0,0,0,0,0
2,1,1,Project,20,120,0,0,0,Trails and Tables,15,near,13,7,6,197,7,1177,0,0,1,120,0,15,1800,0,0,0
2,1,2,No Project,0,0,0,0,0,No Recreation,0,near,14,7,6,197,7,1177,1,1,1,0,0,0,0,0,0,0
2,2,1,Project,100,40,40,2,12,Maintained Trails,25,near,15,8,9,197,8,1178,0,0,1,40,40,25,1000,1000,50,300
2,2,2,No Project,0,0,0,0,0,No Recreation,0,near,16,8,9,197,8,1178,1,1,1,0,0,0,0,0,0,0
2,3,1,Project,5,120,120,2,0,Maintained Trails,25,near,17,9,12,197,9,1179,0,0,1,120,120,25,3000,3000,50,0
2,3,2,No Project,0,0,0,0,0,No Recreation,0,near,18,9,12,197,9,1179,1,1,1,0,0,0,0,0,0,0
2,4,1,Project,5,120,120,12,12,No Recreation,10,near,19,10,19,197,10,1180,1,0,1,120,120,10,1200,1200,120,120
2,4,2,No Project,0,0,0,0,0,No Recreation,0,near,20,10,19,197,10,1180,0,1,1,0,0,0,0,0,0,0
2,5,1,Project,50,40,80,0,12,Picnic Tables,15,near,21,11,25,197,11,1181,1,0,1,40,80,15,600,1200,0,180
2,5,2,No Project,0,0,0,0,0,No Recreation,0,near,22,11,25,197,11,1181,0,1,1,0,0,0,0,0,0,0
2,6,1,Project,20,80,40,0,6,No Recreation,25,near,23,12,28,197,12,1182,0,0,1,80,40,25,2000,1000,0,150
2,6,2,No Project,0,0,0,0,0,No Recreation,0,near,24,12,28,197,12,1182,1,1,1,0,0,0,0,0,0,0
3,1,1,Project,100,80,80,12,6,Maintained Trails,10,near,25,13,10,198,13,1183,0,0,1,80,80,10,800,800,120,60
3,1,2,No Project,0,0,0,0,0,No Recreation,0,near,26,13,10,198,13,1183,1,1,1,0,0,0,0,0,0,0
3,2,1,Project,500,120,40,6,12,Maintained Trails,10,near,27,14,13,198,14,1184,0,0,1,120,40,10,1200,400,60,120
3,2,2,No Project,0,0,0,0,0,No Recreation,0,near,28,14,13,198,14,1184,1,1,1,0,0,0,0,0,0,0
3,3,1,Project,5,40,40,12,0,Trails and Tables,10,near,29,15,18,198,15,1185,1,0,1,40,40,10,400,400,120,0
3,3,2,No Project,0,0,0,0,0,No Recreation,0,near,30,15,18,198,15,1185,0,1,1,0,0,0,0,0,0,0
3,4,1,Project,50,120,120,2,6,Trails and Tables,10,near,31,16,22,198,16,1186,1,0,1,120,120,10,1200,1200,20,60
3,4,2,No Project,0,0,0,0,0,No Recreation,0,near,32,16,22,198,16,1186,0,1,1,0,0,0,0,0,0,0
3,5,1,Project,1000,40,120,6,6,No Recreation,10,near,33,17,23,198,17,1187,0,0,1,40,120,10,400,1200,60,60
3,5,2,No Project,0,0,0,0,0,No Recreation,0,near,34,17,23,198,17,1187,1,1,1,0,0,0,0,0,0,0
3,6,1,Project,1000,120,40,12,2,Picnic Tables,15,near,35,18,30,198,18,1188,1,0,1,120,40,15,1800,600,180,30
3,6,2,No Project,0,0,0,0,0,No Recreation,0,near,36,18,30,198,18,1188,0,1,1,0,0,0,0,0,0,0
4,1,1,Project,5,0,80,0,12,No Recreation,25,near,37,19,1,199,19,1189,0,0,1,0,80,25,0,2000,0,300
4,1,2,No Project,0,0,0,0,0,No Recreation,0,near,38,19,1,199,19,1189,1,1,1,0,0,0,0,0,0,0
4,2,1,Project,50,0,40,0,0,Trails and Tables,25,near,39,20,2,199,20,1190,1,0,1,0,40,25,0,1000,0,0
4,2,2,No Project,0,0,0,0,0,No Recreation,0,near,40,20,2,199,20,1190,0,1,1,0,0,0,0,0,0,0
4,3,1,Project,500,120,0,12,0,Picnic Tables,25,near,41,21,3,199,21,1191,0,0,1,120,0,25,3000,0,300,0
4,3,2,No Project,0,0,0,0,0,No Recreation,0,near,42,21,3,199,21,1191,1,1,1,0,0,0,0,0,0,0
4,4,1,Project,100,80,120,6,0,Trails and Tables,15,near,43,22,14,199,22,1192,1,0,1,80,120,15,1200,1800,90,0
4,4,2,No Project,0,0,0,0,0,No Recreation,0,near,44,22,14,199,22,1192,0,1,1,0,0,0,0,0,0,0
4,5,1,Project,1000,80,120,0,0,Maintained Trails,10,near,45,23,20,199,23,1193,0,0,1,80,120,10,800,1200,0,0
4,5,2,No Project,0,0,0,0,0,No Recreation,0,near,46,23,20,199,23,1193,1,1,1,0,0,0,0,0,0,0
4,6,1,Project,5,0,120,0,6,Maintained Trails,15,near,47,24,24,199,24,1194,1,0,1,0,120,15,0,1800,0,90
4,6,2,No Project,0,0,0,0,0,No Recreation,0,near,48,24,24,199,24,1194,0,1,1,0,0,0,0,0,0,0
5,1,1,Project,5,80,40,12,2,Trails and Tables,25,near,49,25,4,200,25,1195,1,0,1,80,40,25,2000,1000,300,50
5,1,2,No Project,0,0,0,0,0,No Recreation,0,near,50,25,4,200,25,1195,0,1,1,0,0,0,0,0,0,0
5,2,1,Project,20,40,120,12,0,No Recreation,25,near,51,26,7,200,26,1196,0,0,1,40,120,25,1000,3000,300,0
5,2,2,No Project,0,0,0,0,0,No Recreation,0,near,52,26,7,200,26,1196,1,1,1,0,0,0,0,0,0,0
5,3,1,Project,500,80,120,2,12,Picnic Tables,25,near,53,27,11,200,27,1197,1,0,1,80,120,25,2000,3000,50,300
5,3,2,No Project,0,0,0,0,0,No Recreation,0,near,54,27,11,200,27,1197,0,1,1,0,0,0,0,0,0,0
5,4,1,Project,1000,0,80,0,12,Trails and Tables,10,near,55,28,16,200,28,1198,0,0,1,0,80,10,0,800,0,120
5,4,2,No Project,0,0,0,0,0,No Recreation,0,near,56,28,16,200,28,1198,1,1,1,0,0,0,0,0,0,0
5,5,1,Project,50,80,0,2,0,No Recreation,10,near,57,29,17,200,29,1199,1,0,1,80,0,10,800,0,20,0
5,5,2,No Project,0,0,0,0,0,No Recreation,0,near,58,29,17,200,29,1199,0,1,1,0,0,0,0,0,0,0
5,6,1,Project,20,120,80,6,2,Picnic Tables,10,near,59,30,21,200,30,1200,0,0,1,120,80,10,1200,800,60,20
5,6,2,No Project,0,0,0,0,0,No Recreation,0,near,60,30,21,200,30,1200,1,1,1,0,0,0,0,0,0,0
1,1,1,Project,20,120,120,12,12,Trails and Tables,25,near,1,1,5,201,1,1201,1,0,1,120,120,25,3000,3000,300,300
1,1,2,No Project,0,0,0,0,0,No Recreation,0,near,2,1,5,201,1,1201,0,1,1,0,0,0,0,0,0,0
1,2,1,Project,100,0,120,0,2,No Recreation,10,near,3,2,8,201,2,1202,0,0,1,0,120,10,0,1200,0,20
1,2,2,No Project,0,0,0,0,0,No Recreation,0,near,4,2,8,201,2,1202,1,1,1,0,0,0,0,0,0,0
1,3,1,Project,500,40,120,0,2,Trails and Tables,25,near,5,3,15,201,3,1203,1,0,1,40,120,25,1000,3000,0,50
1,3,2,No Project,0,0,0,0,0,No Recreation,0,near,6,3,15,201,3,1203,0,1,1,0,0,0,0,0,0,0
1,4,1,Project,500,120,80,2,0,No Recreation,15,near,7,4,26,201,4,1204,1,0,1,120,80,15,1800,1200,30,0
